Date/Time,FlowmeterNum,ProductNum,Weight(g),Valve1 Weight(g),Valve2 Weight(g),Valve3 Weight(g),Valve4 Weight(g),SN
2025/2/13 16:56:08,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:25:59,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:25:59,1,2,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:26:19,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:26:46,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:28:36,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:29:24,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:34:39,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:36:34,1,1,0.000,0.000,0.000,0.000,0.000,
2025/2/13 22:38:35,1,1,0.000,0.000,0.000,0.000,0.000,
