Date/Time,FlowmeterNum,ProductNum,Weight(g),Valve1 Weight(g),Valve2 Weight(g),Valve3 Weight(g),Valve4 Weight(g),SN
2025/4/3 9:50:50,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 9:50:54,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 9:52:04,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 9:52:08,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 9:59:53,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 9:59:57,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:00:44,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:00:49,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:01:56,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:02:01,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:10:34,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:10:38,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:11:05,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:11:09,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:14:23,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:14:23,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:14:57,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:14:57,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:21:23,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:21:27,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:21:58,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:22:03,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:22:51,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:22:55,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:23:26,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:23:30,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:24:31,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:24:35,1,2,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:25:32,1,1,0.000,0.000,0.000,0.000,0.000,
2025/4/3 10:25:37,1,2,0.000,0.000,0.000,0.000,0.000,
