Date/Time,FlowmeterNum,ProductNum,Weight(g),Valve1 Weight(g),Valve2 Weight(g),Valve3 Weight(g),Valve4 Weight(g),SN
2024/12/11 14:38:42,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:39:38,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:41:01,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:44:36,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:46:20,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:49:20,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:49:39,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:50:02,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:50:24,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 14:50:43,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 15:26:53,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 15:27:20,1,1,0.000,0.000,0.000,0.000,0.000,
2024/12/11 15:28:02,1,1,0.000,0.000,0.000,0.000,0.000,
